id,X,Y,平均日较差,年均温,年降水量,最冷季度平均气温,最冷季度（或最寒季度）总降水量,最冷月（或最寒月）最低温,最干季度平均气温,最干季度（或最干燥季度）总降水量,最干月（或最干燥月）降水量,最暖季度平均气温,最暖季度（或最热季度）总降水量,最暖月（或最热月）最高温,最湿季度平均气温,最湿季度（或最湿润季度）总降水量,最湿月（或最湿润月）降水量,气温季节性,气温年较差,等温性,降水季节性,白蛾
1927,98.73468997,28.99853321,11.2583,-0.8375,630,-8.56667,25,-16.4,-8.56667,25,6,6.35,335,11.2,6.35,335,132,615.161,27.6,40.7911,80.061,0
1932,98.67170819,30.99534776,11.6667,-1.40833,624,-9.66667,17,-17.7,-8.7,17,4,6.43333,360,12.2,6.43333,360,135,661.08,29.9,39.019,92.7272,0
1935,93.6730577,30.81260698,10.925,-6.37083,686,-16.3,27,-24.1,-14.95,24,7,3.06667,398,8.4,3.06667,398,148,797.133,32.5,33.6154,92.7783,0
1937,97.23642461,29.93992183,12.125,3.35417,631,-4.86667,18,-12.8,-4.86667,18,4,10.8833,356,16.6,10.8833,356,134,645.342,29.4,41.2415,88.0955,0
1938,98.66951289,29.18780284,11.4667,2.625,567,-5.13333,20,-12.7,-5.13333,20,4,9.83333,299,15.2,9.83333,299,120,615.842,27.9,41.0992,80.1918,0
1940,98.82991182,29.26167276,11.9833,3.25833,580,-4.5,18,-12.6,-4.5,18,4,10.3,316,15.6,10.3,316,126,608.444,28.2,42.4941,83.3945,0
1942,98.63687577,29.63462273,13.475,0.7375,579,-7.05,17,-16.4,-7.05,17,3,7.88333,323,13.5,7.88333,323,127,614.244,29.9,45.0669,86.8043,0
1945,98.6539884,30.82959343,13.3333,2.46667,594,-5.31667,16,-14.6,-5.31667,16,4,9.7,344,15.9,9.7,344,129,616.863,30.5,43.7158,93.2453,0
1946,97.93065791,29.76363488,12.9083,-2.75417,624,-10.5667,23,-19.8,-9.5,23,6,4.73333,342,10,4.73333,342,133,633.359,29.8,43.3166,84.6747,0
1956,93.24070242,30.69807441,12.6667,-5.48333,643,-14.5333,25,-23.6,-13.3,22,7,3.41667,380,9.4,3.41667,380,141,740.001,33,38.3838,94.5678,0
1958,95.2376228,32.29924001,12.4,-3.23333,621,-12.9,18,-21.5,-11.9,16,4,5.81667,379,12,5.81667,379,144,766.249,33.5,37.0149,100.281,0
1960,95.44892568,30.80977273,12.2083,2.47917,628,-6.16667,15,-14,-5.11667,15,3,10.4667,365,16.4,10.4667,365,138,679.988,30.4,40.159,94.3729,0
1961,92.19039318,29.49748455,13.5833,-0.633333,365,-8.71667,9,-18.6,-7.73333,9,2,7.05,242,12.6,7.05,242,93,644.294,31.2,43.5363,108.269,0
1963,95.92927158,29.21821164,10.8583,5.77083,921,-2.01667,33,-9.1,-0.5,30,8,12.55,502,17.7,12.55,502,181,599.282,26.8,40.5162,84.5202,0
1976,93.28482706,30.76287477,13.3417,-1.0125,678,-10.2167,23,-19.7,-9.15,20,6,7.63333,394,13.8,7.63333,394,141,729.602,33.5,39.8259,93.7299,0
1978,93.60081785,28.19383026,10.0417,15.9708,1621,9.41667,52,2.9,10.6833,40,7,21.25,910,26,21.25,910,318,484.756,23.1,43.4704,89.9944,0
1981,98.3286717,29.38884327,10.5333,-2.98333,633,-10.7667,21,-18.2,-10.7667,21,5,4.31667,345,8.8,4.31667,345,136,623.386,27,39.0123,84.2105,0
1983,96.97510609,30.89640562,12.0417,-2.1875,621,-10.6667,21,-18.8,-9.68333,21,6,5.95,359,11.6,5.95,359,138,684.627,30.4,39.6107,92.0914,0
1986,95.68037657,29.39505019,10.6417,6.9875,910,-0.916667,26,-7.7,0.466667,23,5,13.7667,500,19,13.7667,500,180,602.148,26.7,39.8564,86.9158,0
2189,104.9018712,23.70233006,8.85,14.775,1304,8.18333,55,2.6,8.18333,55,15,19.9333,720,23.7,19.9333,720,260,479.889,21.1,41.9431,84.1823,0
2190,99.42765807,27.01937767,10.2917,7.1875,836,0.533333,67,-6.9,1.51667,53,12,13.3833,374,17.2,13.3833,374,144,527.396,24.1,42.704,61.4884,0
2191,100.6833746,23.51721966,11.6667,20.8167,1340,15.0167,59,6.9,16.7,49,14,24.9667,764,30.3,24.9667,764,283,415.847,23.4,49.8576,87.317,0
2193,98.03552715,24.79405234,10.7833,18.4667,1709,12.4667,55,4.3,12.4667,55,13,22.5833,1013,26.8,22.5833,1013,378,422.268,22.5,47.9259,92.1631,0
2195,103.5367848,23.63200136,9.80833,12.9625,1268,7.3,51,1,7.3,51,11,17.2167,708,21.5,17.2167,708,259,410.128,20.5,47.8455,85.7216,0
2196,105.0520719,23.69280635,8.88333,15.5917,1273,8.9,54,3.4,8.9,54,15,20.85,703,24.8,20.85,703,252,488.071,21.4,41.5109,83.9263,0
2197,102.680419,24.61699667,11.2,15.1583,917,9.16667,41,1.5,9.16667,41,12,19.6667,510,24.7,19.6667,510,181,438.556,23.2,48.2759,83.8997,0
2198,101.3841164,23.63392097,10.6833,19.275,1207,13.6667,52,6.3,15.4,51,14,23.3667,684,28.1,23.3667,684,252,405.168,21.8,49.0061,86.0728,0
2199,102.6682524,23.1485124,9.38333,18.4917,1176,13.0333,54,7.2,13.0333,54,15,22.4833,691,26.4,22.4833,691,249,392.792,19.2,48.8715,87.9173,0
2200,103.882062,22.73918663,8.1,21.725,1574,15.5,82,10.9,15.5,82,19,26.5167,807,30.5,26.5167,807,331,454.635,19.6,41.3265,78.5487,0
2201,99.96579286,22.35323672,12.0833,19.6917,1543,14.6,54,6.1,16.05,43,14,23.0667,845,29.4,23.0667,845,315,358.462,23.3,51.8598,86.7238,0
2202,102.1581982,23.42986173,10.3417,20.4958,1224,14.7167,54,8.1,14.7167,54,14,24.65,698,29.5,24.65,698,257,417.152,21.4,48.3255,85.7333,0
2203,99.92363626,23.14596969,11.875,16.4875,1364,11.55,50,3.1,12.7833,45,13,20.1333,751,25.4,20.1333,751,278,357.759,22.3,53.2511,86.4491,0
2204,101.5902082,23.9457546,10.1,16.3583,1087,10.7167,62,3.6,12.4,57,17,20.5833,596,24.8,20.5833,596,214,410.691,21.2,47.6415,81.5092,0
2205,103.2118907,23.52967232,10.325,18.7958,1029,12.9833,37,6.7,12.9833,37,7,23.1,615,27.9,23.1,615,223,424.041,21.2,48.7028,90.7269,0
2206,100.2258381,23.9596692,10.5917,11.4958,1153,6.08333,55,-1.7,6.08333,55,15,15.7333,607,19.6,15.7333,607,223,396.619,21.3,49.7261,79.966,0
2207,104.5062445,26.49090942,9.075,12.8042,1052,5.38333,43,-0.3,5.38333,43,14,18.9833,561,23.5,18.9833,561,210,551.121,23.8,38.1303,83.3038,0
2208,99.74817258,25.30443055,10.675,13.4958,934,7.63333,65,0,7.63333,65,16,18.2333,444,22.3,18.2333,444,161,435.652,22.3,47.87,66.3992,0
2209,99.45248045,27.31106612,10.3,8.25833,827,1.46667,69,-5.8,2.41667,52,12,14.65,366,18.9,14.65,366,142,540.349,24.7,41.7004,61.1408,0
2210,99.53221108,28.48592966,10.3667,7.2,670,-0.633333,31,-7.6,0.466667,26,6,14.15,343,18.8,14.15,343,137,607.51,26.4,39.2677,76.1135,0
2211,104.0821249,26.56880318,9.475,12.3625,953,5.25,33,-0.8,5.25,33,10,18.3333,519,22.8,18.3333,519,190,529.893,23.6,40.1483,86.555,0
2212,100.2473828,24.17624838,12.0917,17.0958,1074,11.5,46,2.7,11.5,46,12,21.3833,594,26.3,21.3833,594,214,408.247,23.6,51.2359,84.5621,0
2213,98.71537048,28.13552647,9.40833,0.0791667,735,-7.45,56,-14.2,-5.85,54,14,7.08333,345,11.2,7.08333,345,135,604.511,25.4,37.0407,63.6264,0
2214,102.402009,23.03424314,9.74167,15.3958,1271,10.1667,56,3.8,10.1667,56,14,19.2167,728,23.4,19.2167,728,259,377.627,19.6,49.7024,86.607,0
2215,102.9509785,24.35947197,10.625,14.7292,947,8.83333,43,1.8,8.83333,43,12,19.0833,526,24.1,19.0833,526,185,429.219,22.3,47.6457,83.4714,0
2216,102.24229,23.96185369,10.475,16.9292,990,11.3167,46,4.3,11.3167,46,14,21.1167,557,25.8,21.1167,557,199,410.512,21.5,48.7209,84.7135,0
2217,102.970909,23.71161955,11.2333,18.0833,999,12.35,37,5.3,12.35,37,8,22.3167,490,27.5,22.3167,589,206,418.799,22.2,50.6006,89.4565,0
2218,100.0179396,25.50027875,11.225,13.8958,866,7.93333,60,0.3,7.93333,60,15,18.6333,413,23.5,18.6333,413,150,441.971,23.2,48.3836,66.796,0
2219,103.2670031,23.03608272,8.9,21.8,1392,15.7833,66,10.6,15.7833,66,15,26.2667,784,30.4,26.2667,784,300,435.603,19.8,44.9495,84.9174,0
2220,99.80100834,28.19136314,10.7833,3.2,675,-4.23333,33,-11.8,-3.08333,31,7,10.05,340,14.6,10.05,340,135,588.345,26.4,40.846,74.0403,0
2221,98.17544091,24.83858657,10.3,15.3667,1542,9.6,60,2,9.6,60,13,19.6833,840,23.4,19.6833,840,307,417.968,21.4,48.1308,82.8574,0
2222,104.6205403,23.57958552,8.76667,16.025,1314,9.48333,52,4.1,9.48333,52,13,21.0833,734,24.9,21.0833,734,277,475.263,20.8,42.1474,85.5057,0
2223,99.94760038,25.24711416,11.6167,18.7333,953,12.4667,59,4.3,12.4667,59,15,23.4833,490,28.6,23.4833,490,169,457.286,24.3,47.8052,73.4406,0
2224,101.5402041,22.58178513,10.1333,17.8167,1416,12.8667,67,6.2,12.8667,67,19,21.3333,765,26,21.3333,765,288,353.594,19.8,51.1785,82.0577,0
2225,101.3005446,26.39693433,11.9917,19.3542,743,13.2833,28,5.1,13.2833,28,7,24.15,330,30.2,24.05,416,153,457.396,25.1,47.7756,85.7407,0
2226,99.19911283,28.0694835,10.1583,8.1625,797,0.833333,55,-6.1,2.01667,39,9,14.8,379,19.4,14.8,379,150,574.473,25.5,39.8366,68.2923,0
2227,104.5853922,23.28254563,8.55,17.8083,1455,11.2167,55,6.2,11.2167,55,11,22.9,834,26.8,22.9,834,334,479.507,20.6,41.5049,89.2752,0
2228,100.6783175,27.52841627,11.7917,6.70417,778,-0.0666667,33,-8.3,0.666667,32,7,12.75,405,17.4,12.75,405,155,524.952,25.7,45.882,78.3095,0
2229,101.0908315,23.14553021,10.8667,18.1167,1347,12.8333,58,5.3,14.4,54,16,21.9333,764,26.9,21.9333,764,284,379.421,21.6,50.3086,87.1993,0
2230,104.0247341,28.41026018,7.39167,11.4208,930,2.23333,43,-2.3,2.23333,43,13,19.7167,482,24.4,19.7167,482,169,701.856,26.7,27.6841,77.5721,0
2231,101.9431724,24.05698891,11.05,17.975,993,12.15,42,4.6,12.15,42,12,22.25,562,27.1,22.25,562,202,421.919,22.5,49.1111,85.9236,0
2232,101.4391117,23.49279883,10.9083,20.7208,1306,15.0167,56,7.8,16.8667,55,15,24.75,736,30,24.75,736,274,409.786,22.2,49.1366,85.4325,0
2233,100.5666471,27.31173272,11.2833,8.56667,760,2.03333,38,-5.7,2.66667,35,8,14.45,384,19.2,14.45,384,148,507.733,24.9,45.3146,74.3913,0
2234,101.1591423,23.43935763,10.5,16.8333,1255,11.5167,62,4.2,13.05,58,18,20.8167,699,25.2,20.8167,699,255,385.919,21,50,84.2916,0
2235,100.600768,27.01386445,10.7833,10.2333,796,4.01667,45,-3.4,4.5,44,10,15.7833,392,20.2,15.7833,392,148,481.76,23.6,45.6921,70.8479,0
2236,99.12093927,24.65171886,11.5583,16.2458,1134,10.4667,54,2,10.4667,54,13,20.6167,598,25.2,20.6167,598,214,419.694,23.2,49.8204,79.3962,0
2237,100.3932497,24.15833782,11.95,19.6167,1140,13.9,49,5.2,15.55,46,12,23.8167,647,29.1,23.8167,647,233,413.314,23.9,50,86.6333,0
2238,100.1268402,23.15360908,11.6167,21.2167,1470,15.55,56,7.4,17.2667,46,14,25.1,837,30.8,25.1,837,314,402.579,23.4,49.6439,88.6889,0
2239,99.62798005,23.39373083,12.55,20.4083,1394,14.9333,42,6,16.5,39,11,24.2167,803,30.2,24.2167,803,298,390.686,24.2,51.8595,90.5088,0
2240,105.9218739,23.8895549,8.01667,19.2,1240,11.9167,44,7.2,11.9167,44,10,25.05,713,29.1,25.05,713,261,535.435,21.9,36.6058,88.2805,0
2241,100.8052422,25.72866719,11.3417,15.4958,776,9.43333,45,1.7,9.43333,45,12,20.3,395,25.4,20.3,395,142,451.394,23.7,47.8551,73.7635,0
2242,99.91960953,24.99238177,10.6417,13.3625,959,7.66667,61,0.1,7.66667,61,17,17.95,475,22,17.95,475,172,422.73,21.9,48.5921,71.2755,0
2243,98.90396447,24.00183956,11.6417,19.1792,1415,13.25,47,4.7,14.7,47,11,23.3833,831,28.4,23.3833,831,314,422.974,23.7,49.121,91.4663,0
2244,100.4484586,23.13986173,11.0667,18.5333,1403,13.3,59,5.5,14.7833,49,15,22.3,793,27.3,22.3,793,294,375.229,21.8,50.7645,87.6196,0
2245,104.1948573,24.51618796,9.46667,17.6667,1048,10.9333,58,5.1,10.9333,58,17,22.8333,568,27,22.8333,568,192,490.887,21.9,43.2268,79.6096,0
2246,99.8324766,24.0396191,12.0417,20.8625,1262,15.0167,43,6.3,15.0167,43,11,24.9667,745,30.6,24.9667,745,275,416.73,24.3,49.5542,91.6604,0
2247,104.3689669,27.84358008,7.80833,10.8875,942,1.91667,47,-2.9,1.91667,47,15,18.9667,475,23.8,18.9667,475,170,684.435,26.7,29.2447,75.9968,0
2248,102.8491495,25.54591849,11.4083,15.0375,858,8.85,36,1,8.85,36,11,19.75,477,25,19.75,477,170,456.808,24,47.5347,84.9114,0
2249,99.3889618,25.07759825,11.1917,16.1375,977,10.0667,62,1.9,10.0667,62,15,20.8167,480,25.2,20.8167,480,172,443.248,23.3,48.0329,71.0582,0
2250,102.2601379,26.11928693,11.4583,18.3125,746,11.9833,19,4.2,11.9833,19,5,23.1333,366,29.1,23.0667,443,163,471.058,24.9,46.0174,95.1446,0
2251,101.0003637,27.31043778,11.7833,9.48333,778,3.1,30,-5,3.1,30,7,15.0833,409,19.9,15.0833,409,157,490.808,24.9,47.3226,80.3847,0
2252,99.97947955,26.718237,11.425,13.3042,848,6.81667,74,-1,7.43333,54,13,18.8167,369,23.5,18.8167,369,135,492.057,24.5,46.6327,58.5573,0
2253,100.245816,26.84214138,12.0167,13.65,791,7.5,60,-0.6,8.05,46,10,19.05,358,24.3,19.05,358,134,473.56,24.9,48.2597,62.4776,0
2254,99.70711781,23.35065443,12.275,19.7792,1379,14.2667,44,5.6,15.8,40,11,23.6667,787,29.6,23.6667,787,294,394.908,24,51.1458,89.6385,0
2255,101.0246058,24.17217746,11.4083,20.2292,1087,14.2333,48,6.2,16.05,45,13,24.7,615,29.6,24.7,615,224,434.974,23.4,48.7536,85.9934,0
2256,100.4554988,24.31463262,11.725,18.0125,1057,12.4167,49,3.8,13.9667,48,13,22.3,583,27.1,22.3,583,208,408.824,23.3,50.3219,83.5803,0
2257,99.24234622,27.86126671,9.25833,6.9875,783,-0.333333,58,-6.8,0.85,43,10,13.7333,359,17.8,13.7333,359,142,579.714,24.6,37.6355,64.8917,0
2258,101.9297057,25.73922786,11.9083,18.7875,703,12.8,22,4.6,12.8,22,6,23.35,325,29.1,23.25,409,151,443.873,24.5,48.6054,92.327,0
2259,99.02926087,23.24248485,11.9583,21.6208,1391,16.1,30,7.6,16.1,30,6,25.2667,780,31.2,25.2667,780,283,388.502,23.6,50.6709,89.3011,0
2260,98.14712487,25.27435248,10.05,14.2,1595,8.3,75,0.7,8.3,75,16,18.6833,848,22.4,18.6833,848,304,431.203,21.7,46.3134,79.0232,0
2261,105.8458805,23.94358071,8.05,18.5583,1227,11.3167,41,6.5,11.3167,41,9,24.35,710,28.3,24.35,710,261,531.417,21.8,36.9266,89.1339,0
2262,98.68515587,27.69080065,9.18333,12.125,1316,5.16667,99,-1.2,6.43333,62,15,18.2,658,22.5,18.2,658,242,537.479,23.7,38.7482,70.8583,0
2263,101.3577518,26.2131475,10.825,16.0375,774,10.0167,31,2.4,10.0167,31,8,20.8333,427,25.8,20.8333,427,157,451.533,23.4,46.2607,84.3672,0
2264,100.3898088,27.39113914,10.95,11.3,780,4.73333,47,-2.8,5.33333,39,9,17.0167,381,21.6,17.0167,381,146,503.361,24.4,44.877,69.7838,0
2265,99.00612311,27.36048963,9.7,8.3,880,1.68333,77,-5,2.76667,57,13,14.5833,387,18.8,14.5833,387,150,530.707,23.8,40.7563,60.1669,0
2266,102.9575095,27.09848486,10.0917,13.6542,884,6.71667,19,0.1,6.71667,19,6,19.4333,515,23.8,19.4333,515,189,518.891,23.7,42.5809,95.053,0
2267,102.2223152,26.16447331,11.7833,20.7167,716,14.4,18,6.4,14.4,18,5,25.5833,354,31.6,25.5,428,158,473.59,25.2,46.7593,95.7085,0
2268,100.8437823,22.37925951,10.9333,19.8417,1544,14.8167,69,7.4,16.3667,60,18,23.2333,820,28.9,23.2333,820,312,355.955,21.5,50.8527,83.086,0
2269,100.8933378,24.9770853,11.1667,14.5917,883,8.88333,47,1.1,8.88333,47,13,19.1667,463,23.9,19.1667,463,166,424.606,22.8,48.9766,78.0055,0
2270,101.8227376,22.60702736,10.2833,18.9917,1370,13.9167,61,7.3,13.9167,61,14,22.6,737,27.2,22.6,737,280,362.91,19.9,51.675,80.6713,0
2271,103.9754762,26.20809629,9.50833,12.5708,969,5.85,34,-0.3,5.85,34,10,18.1,530,22.3,18.1,530,192,499.252,22.6,42.0723,86.1845,0
2272,102.8344111,25.2359151,11.2833,14.0583,917,7.98333,41,0.2,7.98333,41,12,18.6833,508,23.9,18.6833,508,183,447.832,23.7,47.609,83.6934,0
2273,100.7139187,23.5515054,11.5167,20.975,1337,15.1167,59,7.1,16.8333,49,14,25.1333,762,30.5,25.1333,762,284,419.239,23.4,49.2165,87.3517,0
2274,99.37200855,25.12178916,10.9167,14.525,1003,8.71667,66,0.8,8.71667,66,16,19.05,484,23.3,19.05,484,174,425.871,22.5,48.5185,68.8552,0
2275,101.6697245,23.55965121,10.9583,17.5292,1165,12.1333,51,4.8,12.1333,51,15,21.45,658,26.4,21.45,658,239,389.081,21.6,50.733,85.4929,0
2276,99.11940886,27.63885254,9.36667,3.75833,769,-3.3,58,-9.9,-2.01667,49,11,10.35,351,14.3,10.35,351,138,565.833,24.2,38.7052,62.7126,0
2277,103.5265167,26.64756258,10.9167,14.2583,870,7.2,27,0.2,7.2,27,8,20.15,485,24.8,20.15,485,177,528.423,24.6,44.3767,89.1234,0
2278,100.9174992,22.04562351,10.9,20.7667,1608,16.0833,81,8.8,17.65,66,18,23.9,670,29.9,23.5,836,306,333.067,21.1,51.6588,79.1273,0
2279,101.3301671,26.39001699,12.0417,20.0125,740,13.9,27,5.7,13.9,27,7,24.8167,333,30.9,24.7,418,154,459.818,25.2,47.7844,86.6827,0
2280,102.1111427,23.31354836,9.88333,16.275,1177,10.9167,51,4.3,10.9167,51,15,20.2167,670,24.5,20.2167,670,241,387.677,20.2,48.9274,85.9513,0
2281,103.4636318,24.94135617,11.0167,15.875,919,9.48333,45,2.2,9.48333,45,14,20.7667,505,25.5,20.7667,505,174,469.17,23.3,47.2818,82.1956,0
2282,97.96911627,24.56397158,9.99167,13.4125,1610,7.95,63,0.4,7.95,63,14,17.4167,864,21,17.4167,864,311,393.857,20.6,48.5032,82.095,0
2283,100.906243,25.98138272,10.6083,12.5875,808,6.66667,43,-0.7,6.66667,43,11,17.4667,414,21.9,17.4667,414,151,445.253,22.6,46.9395,74.9928,0
2284,99.55692633,22.88671593,11.55,18.175,1482,13,55,4.7,14.3667,42,13,21.7667,805,27.1,21.7667,805,297,368.489,22.4,51.5625,85.3597,0
2285,105.8622076,23.79075194,7.84167,18.6875,1256,11.5167,45,6.8,11.5167,45,11,24.4167,720,28.4,24.4167,720,264,526.58,21.6,36.304,88.0014,0
2286,103.6243149,23.88768625,10.1,18.45,1005,12.2,40,6,12.2,40,8,23.1,580,27.7,23.1,580,213,453.607,21.7,46.5438,86.8391,0
2287,103.5682371,23.96570106,9.61667,16.8833,1016,10.7833,42,4.7,10.7833,42,10,21.4833,579,25.6,21.4833,579,207,443.874,20.9,46.0128,85.5446,0
2288,102.1078859,23.04057511,10.3833,18.9083,1246,13.6333,48,7,13.6333,48,11,22.7,712,27.3,22.7,712,263,379.502,20.3,51.1494,86.3461,0
2370,107.7080813,30.78644336,7.15,17.0167,1262,7.21667,60,3.3,7.21667,60,17,26.3167,522,32.2,25.7667,536,196,772.088,28.9,24.7405,65.4575,0
2373,105.6248546,29.59673854,6.23333,17.4,1078,8.06667,56,4.6,8.06667,56,17,26.0833,537,31.4,26.0833,537,199,725.998,26.8,23.2587,75.2058,0
2375,107.221584,29.15573975,6.45,15.1,1177,5.51667,64,2,5.51667,64,19,24.05,489,29.3,22.1833,516,182,747.876,27.3,23.6264,62.8283,0
2376,108.8087883,30.89764129,7.59167,15.9375,1300,6.13333,68,1.8,6.13333,68,19,25.2833,537,31,23.2667,554,204,774.667,29.2,25.9989,63.1529,0
2378,108.7642626,30.66339209,7.31667,15.7417,1334,5.78333,70,1.7,5.78333,70,20,25.1333,549,30.7,23.15,572,208,782.475,29,25.2299,62.9051,0
2379,106.3260852,29.34278984,6.55833,18.1708,1125,8.71667,62,5.3,8.71667,62,19,27.0833,519,32.8,27.0833,519,188,739.547,27.5,23.8485,68.2414,0
2380,108.6951581,30.82003864,7.575,15.2625,1314,5.5,71,1.1,5.5,71,21,24.6167,535,30.3,22.6,555,201,773.378,29.2,25.9418,62.2045,0
2381,106.4804811,29.54949807,6.35833,18.2375,1149,8.73333,62,5.6,8.73333,62,19,27.3,527,32.9,27.3,527,192,748.074,27.3,23.2906,68.0176,0
2382,106.4417391,29.53366433,6.40833,18.5375,1147,8.98333,62,5.8,8.98333,62,19,27.6,532,33.2,27.6,532,195,750.112,27.4,23.3881,68.7903,0
2383,108.7608445,29.46047621,7.075,15.1875,1395,5.36667,83,1.2,5.36667,83,23,24.4833,561,29.7,22.4833,608,218,774.409,28.5,24.8246,60.1969,0
2384,108.033906,30.2231229,7.08333,17.675,1282,7.9,69,4,7.9,69,20,26.95,518,32.8,24.9333,545,189,770.754,28.8,24.5949,61.9077,0
2385,107.3966313,29.65930392,6.6,17.3,1205,7.65,64,4.1,7.65,64,19,26.4667,502,32.1,24.5,524,182,760.529,28,23.5714,63.1402,0
2386,107.8472817,29.1368879,6.48333,13.7417,1287,4.2,74,0.6,4.2,74,22,22.7333,518,27.8,20.8167,558,199,749.466,27.2,23.8358,60.8568,0
2387,105.9883609,30.25717335,6.46667,17.2833,1094,7.8,48,4.2,7.8,48,15,26.15,546,31.5,25.5667,547,210,740.075,27.3,23.6874,77.2221,0
2388,107.9245016,29.97455608,6.725,16.3042,1267,6.63333,68,2.8,6.63333,68,20,25.4833,503,31,23.4833,538,183,762.292,28.2,23.8475,61.2927,0
2389,108.3747767,30.14007273,6.875,12.1125,1367,2.56667,79,-1.5,2.56667,79,24,21.15,544,26.1,19.2167,572,195,751.166,27.6,24.9094,59.8425,0
2390,108.7400958,29.60622136,6.70833,11.7458,1445,2.2,92,-1.9,2.2,92,27,20.8,579,25.5,18.8667,614,215,752.911,27.4,24.483,58.6689,0
2391,108.4487901,29.33125987,7.06667,12.8583,1390,3.21667,84,-1,3.21667,84,24,21.9167,556,26.9,20.0167,597,212,756.946,27.9,25.3286,59.5943,0
2392,107.1286341,29.50856296,6.45,15.625,1187,6,64,2.5,6,64,19,24.5833,497,30,22.7167,516,179,750.61,27.5,23.4545,63.1953,0
2393,108.7034118,29.36739138,7.01667,14.525,1397,4.8,83,0.6,4.8,83,23,23.7333,561,28.9,21.75,608,219,767.557,28.3,24.7939,60.0701,0
2394,108.6021038,31.92750413,8.34167,12.5792,1112,2.48333,52,-2.4,2.48333,52,15,22.2333,463,27.7,21.4167,491,185,794.94,30.1,27.7132,65.5351,0
2395,108.7903,30.91184747,7.6,16.6917,1287,6.88333,68,2.6,6.88333,68,19,26.0667,532,31.9,24.0167,548,204,776.22,29.3,25.9386,63.2166,0
2396,107.2500985,30.22124417,6.81667,17.2583,1213,7.56667,60,3.9,7.56667,60,17,26.4167,516,32.2,24.4667,522,190,760.845,28.3,24.0872,65.3782,0
2397,106.1831138,29.10795372,6.25833,17.9625,1106,8.6,66,5.4,8.6,66,21,26.7333,505,32.3,26.7333,505,179,731.108,26.9,23.2652,67.0973,0
2398,107.8608327,30.09447127,6.825,18.4875,1248,8.85,64,5.2,8.85,64,18,27.6167,514,33.4,25.6167,541,187,759.582,28.2,24.2021,63.3472,0
2400,108.0504538,29.58192507,6.53333,11.7917,1362,2.28333,82,-1.6,2.28333,82,25,20.75,543,25.6,18.8333,575,197,746.467,27.2,24.0196,59.2981,0
2401,107.467752,29.48465661,6.175,15.2958,1215,5.7,65,2.3,5.7,65,19,24.3167,495,29.6,22.3833,525,183,751.763,27.3,22.619,62.0827,0
2402,108.105347,30.22729719,7.00833,17.5042,1293,7.71667,70,3.9,7.71667,70,21,26.8,524,32.6,24.7833,551,192,772.421,28.7,24.4193,61.9496,0
2403,108.7108205,30.6319014,7.30833,14.8458,1341,5.01667,72,0.8,5.01667,72,21,24.1333,546,29.6,22.15,569,205,773.473,28.8,25.3762,62.112,0
2404,108.5250253,28.85284805,6.80833,12.2792,1398,2.71667,91,-1.4,2.71667,91,27,21.2833,560,26.1,19.3833,605,219,752.878,27.5,24.7576,59.129,0
2405,107.8000954,29.93502874,6.81667,18.2583,1236,8.61667,63,4.9,8.61667,63,18,27.3667,509,33.1,25.3833,538,187,758.781,28.2,24.1726,63.232,0
2406,106.9990396,29.37260392,6.48333,14.675,1180,5.15,64,1.6,5.15,64,19,23.55,497,28.9,21.6833,515,180,742.583,27.3,23.7485,63.3615,0
2409,108.5739692,30.96693179,7.85833,17.3042,1278,7.31667,65,3,7.31667,65,18,26.8333,536,32.8,24.8,547,207,788.991,29.8,26.3702,64.3696,0
2410,108.4496492,31.87384805,7.925,10.0875,1147,0.45,56,-4.4,0.45,56,16,19.4,479,24.5,18.65,502,187,764,28.9,27.4221,64.857,0
2411,108.0626199,30.28389541,6.7,18,1276,8.45,69,4.8,8.45,69,20,27.1167,514,32.8,25.1333,543,188,756.343,28,23.9286,61.9221,0
2414,105.9616944,29.09069631,6.075,18.1375,1107,8.86667,69,5.7,8.86667,69,22,26.75,513,32.1,26.75,513,183,720.732,26.4,23.0114,67.6031,0
2415,107.7448547,29.41912321,6.85833,12.1542,1321,2.65,79,-1.3,2.65,79,24,21.0833,531,26.1,19.1833,561,195,744.805,27.4,25.0304,59.8023,0
2416,107.3338072,29.49574436,6.45,14.85,1218,5.31667,67,1.7,5.31667,67,20,23.7833,500,29.1,21.8667,525,183,745.459,27.4,23.5401,61.9947,0
2418,106.3321614,30.19653525,6.39167,17.8792,1120,8.35,53,4.9,8.35,53,17,26.8,534,32.4,26.8,534,203,743.699,27.5,23.2424,72.7806,0
2419,108.4493423,32.11605975,8.49167,14.2208,1053,4.01667,46,-0.9,4.01667,46,13,24.0167,441,29.6,23.15,476,180,805.477,30.5,27.8415,66.9626,0
2420,105.9991828,29.06863312,6.08333,18.3833,1101,9.06667,67,5.9,9.06667,67,21,27.0333,509,32.4,27.0333,509,181,724.222,26.5,22.956,67.7183,0
2421,107.7782191,30.55191874,7.23333,16.4833,1269,6.76667,62,2.8,6.76667,62,17,25.7,513,31.5,23.7167,534,189,764.682,28.7,25.2033,63.7667,0
2423,106.0445882,30.27566934,6.48333,17.475,1092,7.93333,47,4.4,7.93333,47,15,26.4,543,31.8,25.8,545,209,743.629,27.4,23.6618,76.9781,0
2425,105.6953926,30.06335831,6.33333,17.7,1071,8.16667,49,4.7,8.16667,49,16,26.5333,549,31.8,26.5333,549,210,739.711,27.1,23.3702,79.0534,0
