id,X,Y,平均日较差,年均温,年降水量,最冷季度平均气温,最冷季度（或最寒季度）总降水量,最冷月（或最寒月）最低温,最干季度平均气温,最干季度（或最干燥季度）总降水量,最干月（或最干燥月）降水量,最暖季度平均气温,最暖季度（或最热季度）总降水量,最暖月（或最热月）最高温,最湿季度平均气温,最湿季度（或最湿润季度）总降水量,最湿月（或最湿润月）降水量,气温季节性,气温年较差,等温性,降水季节性,白蛾,海拔,坡度,坡向,植被
1746,98.43388258,32.83348384,15.6583,0.979167,533,-8.7,13,-19.5,-7.95,12,3,9.63333,306,16.8,9.63333,306,111,750.716,36.3,43.1359,94.2354,0,21776.0,85.58318,97.52418,445
1747,105.1528308,28.1991955,6.725,17.1625,1069,7.93333,60,4.4,7.93333,60,18,25.5833,514,30.5,25.5833,514,176,710.922,26.1,25.7663,70.5651,0,-7423.0,85.13746,3.8812861,560
1748,100.6388935,29.54249041,13.5333,3.675,670,-4.18333,7,-14.1,-4.18333,7,1,10.6167,411,16.0,10.6167,411,156,607.01,30.1,44.9612,102.204,0,2064.0,87.06144,110.04443,1
1749,102.7792864,31.29642613,11.5083,0.629167,763,-7.96667,20,-16.2,-7.96667,20,5,8.48333,373,14.7,6.9,373,147,670.341,30.9,37.2438,82.6572,0,-2032.0,87.43535,162.9683,183
1750,102.663781,30.86838873,12.0917,2.2375,745,-5.4,13,-14.2,-5.4,13,3,9.36667,376,15.3,9.36667,376,147,600.954,29.5,40.9887,86.3992,0,25614.0,82.812126,150.75533,183
1751,101.7401635,31.58734618,13.2667,0.025,727,-8.35,14,-18.1,-8.35,14,3,7.63333,382,13.9,7.63333,382,146,653.93,32.0,41.4583,89.2883,0,32270.0,52.7875,119.943245,183
1752,105.5897574,28.30713,6.275,15.6375,1057,6.33333,57,3.1,6.33333,57,18,24.2333,482,29.2,22.5333,484,175,720.944,26.1,24.0421,67.828,0,-21759.0,87.164536,138.33287,429
1753,107.7205164,31.86339671,8.15833,14.8375,1104,4.76667,46,0.0,4.76667,46,13,24.5833,476,30.1,23.7167,509,193,798.211,30.1,27.1041,68.9408,0,3843.0,83.6476,40.315018,183
1754,106.2419716,30.8741927,6.90833,17.4208,1096,7.66667,41,3.8,7.66667,41,13,26.6,549,32.1,25.9167,567,221,762.879,28.3,24.4111,79.6122,0,25345.0,73.1822,353.39517,560
1755,104.9296406,31.22101327,7.50833,16.4875,961,6.81667,26,2.1,6.81667,26,7,25.3,556,29.9,24.45,589,231,747.779,27.8,27.0084,98.0925,0,-17151.0,65.5716,171.8699,560
1756,100.4304848,28.66851395,12.075,-0.7125,732,-8.05,18,-17.2,-8.05,18,4,6.0,409,10.5,6.0,409,157,577.652,27.7,43.5921,88.5456,0,29202.0,83.99336,350.57224,69
1757,105.1682269,32.26128742,7.8,14.525,868,5.08333,14,0.4,5.08333,14,3,23.3667,495,28.1,22.4333,522,209,737.019,27.7,28.1588,97.0272,0,-20733.0,87.36619,238.53511,445
1758,103.2185018,28.4008694,9.8,8.06667,905,0.766667,23,-5.9,0.766667,23,7,14.6667,492,19.4,14.6667,492,172,559.733,25.3,38.7352,87.4478,0,-30199.0,87.08681,94.84862,69
1759,101.6601723,32.22365669,14.5083,3.77917,701,-4.71667,14,-14.9,-4.71667,14,3,11.3167,358,18.3,11.3167,358,137,654.698,33.2,43.6998,87.1592,0,-9715.0,74.8416,103.00751,1
1760,106.9673139,32.08543809,7.19167,13.1208,1052,3.41667,37,-0.9,3.41667,37,11,22.45,491,27.5,21.6333,524,202,766.952,28.4,25.3228,75.4657,0,-13307.0,83.03532,202.88165,1
1761,99.29308222,30.93825763,13.375,0.420833,619,-7.66667,14,-17.1,-7.66667,14,4,7.95,363,13.9,7.95,363,135,640.126,31.0,43.1452,95.5578,0,-21232.0,77.560005,308.17218,183
1762,106.022861,32.62470954,7.675,11.5042,862,2.0,21,-2.6,2.0,21,6,20.6167,431,25.4,19.7,460,177,749.198,28.0,27.4107,82.7573,0,-15099.0,68.726685,94.63546,69
1763,107.1373764,30.53455861,6.83333,17.45,1195,7.66667,56,4.0,7.66667,56,17,26.6833,520,32.4,26.1167,529,198,767.232,28.4,24.061,67.4292,0,20481.0,37.724056,26.56505,560
1764,103.4353399,31.40137811,10.2333,6.46667,795,-1.81667,26,-8.8,-1.81667,26,6,13.95,371,19.6,12.55,374,136,635.89,28.4,36.0329,76.7209,0,-5364.0,84.776855,247.88959,1
1765,101.7439625,26.62757357,11.5833,19.4167,813,13.2,24,5.3,13.2,24,7,24.3167,483,29.9,24.3167,483,180,468.457,24.6,47.0867,94.3125,0,-14843.0,87.5195,32.143402,183
1766,106.918866,30.59325944,6.825,17.7792,1176,8.0,53,4.3,8.0,53,16,27.0,532,32.7,26.4167,540,204,766.703,28.4,24.0317,69.8492,0,8449.0,22.824347,9.462321,560
1767,105.3427314,29.43851742,6.14167,17.4542,1081,8.25,59,4.8,8.25,59,19,25.9167,552,31.1,25.9167,552,202,712.618,26.3,23.3523,76.7649,0,-29951.0,50.753277,137.2906,560
1768,106.2171095,32.67868954,7.675,11.2875,880,1.65,24,-2.9,1.65,24,7,20.5,431,25.3,19.5833,463,177,758.71,28.2,27.2163,80.9482,0,-15355.0,73.39426,21.807411,560
1769,99.37376984,32.27389011,14.3917,0.6625,624,-8.4,16,-18.4,-7.56667,16,4,8.8,349,15.4,8.8,349,124,704.257,33.8,42.5789,92.0441,0,-27376.0,85.93836,117.821815,183
1770,99.22897702,31.04639504,13.4917,3.07917,591,-5.11667,13,-14.3,-4.2,13,3,10.55,344,16.8,10.55,344,126,640.963,31.1,43.3816,95.6848,0,-25073.0,86.35253,71.48451,183
1771,98.26233585,33.24032347,14.675,-2.37083,539,-12.7667,16,-23.3,-11.8,15,4,6.9,310,13.7,6.9,310,116,803.768,37.0,39.6622,92.8199,0,-5360.0,81.859375,128.56935,445
1772,103.3959911,31.8281756,10.4167,5.78333,732,-2.85,17,-9.8,-2.85,17,4,13.5167,338,19.4,12.1167,346,125,660.889,29.2,35.6735,78.6739,0,-3573.0,81.85829,121.6374,1
1773,101.5575107,32.63168906,14.6583,2.3125,730,-6.43333,15,-16.8,-5.56667,15,3,9.96667,375,17.0,9.96667,375,141,668.336,33.8,43.3679,87.1294,0,-27889.0,77.434906,63.44807,445
1774,102.590299,32.27079526,13.425,0.904167,748,-7.73333,19,-17.5,-7.73333,19,4,8.93333,364,15.6,8.93333,364,137,678.583,33.1,40.5589,81.8712,0,-26097.0,85.73362,275.03223,183
1775,103.0163782,26.54930598,10.4917,16.3458,855,9.73333,23,2.7,9.73333,23,7,21.75,493,26.2,21.75,493,177,495.917,23.5,44.6454,92.7235,0,-4858.0,77.04464,174.05084,560
1776,99.65425434,32.41492206,14.4,-0.733333,657,-9.85,17,-20.1,-8.91667,17,4,7.51667,363,13.9,7.51667,363,129,709.767,34.0,42.3529,90.7435,0,13585.0,85.88075,150.11368,445
1777,106.0858595,31.93858307,7.375,15.3542,1006,5.71667,24,1.4,5.71667,24,7,24.5167,535,29.5,23.6667,566,228,758.415,28.1,26.2456,88.7186,0,-13054.0,84.332726,283.6993,1
1778,102.3945274,30.75838168,12.925,-0.570833,772,-8.25,15,-17.9,-8.25,15,4,6.65,406,12.5,6.65,406,153,610.277,30.4,42.5164,88.5096,0,5136.0,52.734413,270.02356,183
1779,105.1267157,28.88191798,6.15833,18.0375,1133,8.9,72,5.7,8.9,72,23,26.3833,560,31.5,26.3833,560,204,705.147,25.8,23.8695,72.2287,0,11009.0,60.647724,37.09284,560
1780,105.0444821,28.66400926,6.09167,17.4542,1114,8.3,68,5.1,8.3,68,21,25.8167,547,30.7,25.8167,547,194,705.593,25.6,23.7956,71.5712,0,-22527.0,61.30145,114.623566,560
1781,99.49085916,28.82120298,11.3417,5.0125,601,-3.01667,20,-10.8,-1.91667,20,4,12.2167,322,17.4,12.2167,322,130,626.317,28.2,40.2187,81.6551,0,20493.0,87.56041,62.715897,1
1782,106.1637011,30.84333833,6.68333,17.5667,1105,7.85,42,4.1,7.85,42,14,26.7,563,32.1,26.0167,580,227,759.555,28.0,23.869,80.96,0,14593.0,77.55977,1.311887,560
1783,105.5188371,28.21700976,6.65,12.225,1044,3.01667,52,-0.6,3.01667,52,16,20.7,480,25.5,20.7,480,176,712.14,26.1,25.4789,69.3072,0,-20219.0,87.04193,254.87212,69
1784,102.9932671,28.51099859,9.59167,7.84583,936,0.716667,24,-5.9,0.716667,24,7,14.35,513,19.0,14.35,513,181,547.77,24.9,38.5207,88.6372,0,8205.0,85.84284,8.824119,69
1785,97.97496812,33.26270771,15.4583,0.0291668,503,-10.2333,14,-20.9,-9.43333,13,3,9.11667,293,16.2,9.11667,293,110,791.427,37.1,41.6667,94.74,0,-19696.0,85.90685,311.1851,445
1786,101.2984831,30.07435013,13.3167,2.10833,706,-5.83333,7,-15.5,-5.83333,7,1,9.11667,417,14.5,9.11667,417,152,614.75,30.0,44.3889,99.6252,0,1809.0,81.79717,33.609272,183
1787,98.69860413,32.51065333,14.0417,-1.19583,598,-10.5333,16,-20.4,-9.7,15,4,7.5,343,14.1,7.5,343,125,739.018,34.5,40.7005,93.8201,0,-27375.0,80.75858,215.8338,445
1788,99.20443611,30.46826923,11.575,-3.30417,645,-11.8,28,-20.1,-10.5833,28,9,4.68333,366,10.0,4.68333,366,140,677.916,30.1,38.4551,89.1331,0,-20206.0,86.189804,146.27374,543
1893,95.83949696,28.80839947,10.65,11.2083,1316,4.21667,46,-2.5,5.51667,34,8,17.45,731,22.5,17.45,731,259,546.571,25.0,42.6,86.7361,0,-6391.0,83.216064,65.44094,69
1894,93.56463686,29.8922616,11.7,6.90833,535,-1.13333,7,-8.7,-1.13333,7,2,13.9833,320,19.8,13.9833,320,119,614.95,28.5,41.0526,99.9796,0,-17651.0,74.79097,199.78366,560
1896,92.10456081,31.20673692,14.6167,-0.866667,454,-10.8667,11,-20.9,-9.93333,11,3,8.43333,294,15.0,8.43333,294,110,787.48,35.9,40.715,108.176,0,15634.0,83.87336,82.529755,445
1897,92.77950175,27.84480606,9.65833,8.3625,772,1.61667,26,-5.3,2.95,24,5,14.2,442,18.4,14.2,442,160,513.805,23.7,40.7525,88.5722,0,12812.0,87.33606,323.90936,183
1900,94.14767676,28.65133016,10.9333,10.425,979,3.38333,28,-3.9,4.7,25,5,16.5333,546,21.4,16.5333,546,193,539.594,25.3,43.2148,89.1956,0,1803.0,72.03662,342.38272,429
1902,97.57059913,30.06503885,14.175,-0.954167,600,-8.85,18,-18.6,-8.85,18,4,6.46667,337,12.5,6.46667,337,131,631.083,31.1,45.5788,88.2808,0,30482.0,85.240166,280.79025,543
1909,94.03948494,30.94137218,12.1083,-3.42917,697,-12.9,25,-21.4,-11.75,22,6,5.5,405,11.4,5.5,405,150,757.344,32.8,36.9157,93.3541,0,-23534.0,86.16098,304.02454,445
1911,96.56654336,29.27970294,10.6917,3.5125,838,-4.25,34,-11.4,-2.81667,32,8,10.45,456,15.6,10.45,456,168,604.942,27.0,39.5988,83.0792,0,13072.0,86.41742,355.02588,183
1918,92.88452774,29.15565323,12.1833,-1.35833,394,-9.05,12,-17.6,-7.96667,12,3,5.93333,244,11.2,5.93333,244,93,615.027,28.8,42.3032,98.7052,0,25362.0,84.09617,62.966957,183
1923,97.53974675,30.16335223,14.4583,-0.304167,602,-8.3,18,-18.3,-8.3,18,4,7.21667,342,13.4,7.21667,342,132,639.309,31.7,45.6099,89.2659,0,27154.0,85.90169,189.41408,445
1925,94.27844116,29.5158102,10.7167,1.65833,591,-6.36667,15,-13.8,-6.36667,15,4,9.11667,332,14.1,9.11667,332,124,633.772,27.9,38.411,89.9799,0,17170.0,84.603195,211.09122,1
1926,94.61252004,28.54536486,9.575,19.5375,2216,12.8167,87,6.1,13.9333,57,13,24.8167,1199,29.4,24.8167,1199,421,492.176,23.3,41.0944,86.0952,0,-21246.0,86.80719,52.845303,560
1927,98.73468997,28.99853321,11.2583,-0.8375,630,-8.56667,25,-16.4,-8.56667,25,6,6.35,335,11.2,6.35,335,132,615.161,27.6,40.7911,80.061,0,-21232.0,86.058334,309.00375,183
1932,98.67170819,30.99534776,11.6667,-1.40833,624,-9.66667,17,-17.7,-8.7,17,4,6.43333,360,12.2,6.43333,360,135,661.08,29.9,39.019,92.7272,0,-14319.0,82.39532,332.4858,445
1935,93.6730577,30.81260698,10.925,-6.37083,686,-16.3,27,-24.1,-14.95,24,7,3.06667,398,8.4,3.06667,398,148,797.133,32.5,33.6154,92.7783,0,-13804.0,83.33597,53.548225,543
1937,97.23642461,29.93992183,12.125,3.35417,631,-4.86667,18,-12.8,-4.86667,18,4,10.8833,356,16.6,10.8833,356,134,645.342,29.4,41.2415,88.0955,0,31246.0,84.777435,238.97604,183
1938,98.66951289,29.18780284,11.4667,2.625,567,-5.13333,20,-12.7,-5.13333,20,4,9.83333,299,15.2,9.83333,299,120,615.842,27.9,41.0992,80.1918,0,-7154.0,84.947975,124.0295,1
1940,98.82991182,29.26167276,11.9833,3.25833,580,-4.5,18,-12.6,-4.5,18,4,10.3,316,15.6,10.3,316,126,608.444,28.2,42.4941,83.3945,0,-9715.0,85.148445,188.27379,1
1942,98.63687577,29.63462273,13.475,0.7375,579,-7.05,17,-16.4,-7.05,17,3,7.88333,323,13.5,7.88333,323,127,614.244,29.9,45.0669,86.8043,0,31504.0,71.30975,61.325993,183
1945,98.6539884,30.82959343,13.3333,2.46667,594,-5.31667,16,-14.6,-5.31667,16,4,9.7,344,15.9,9.7,344,129,616.863,30.5,43.7158,93.2453,0,12815.0,77.34967,346.07715,183
1946,97.93065791,29.76363488,12.9083,-2.75417,624,-10.5667,23,-19.8,-9.5,23,6,4.73333,342,10.0,4.73333,342,133,633.359,29.8,43.3166,84.6747,0,27155.0,86.339775,219.43452,183
1956,93.24070242,30.69807441,12.6667,-5.48333,643,-14.5333,25,-23.6,-13.3,22,7,3.41667,380,9.4,3.41667,380,141,740.001,33.0,38.3838,94.5678,0,-31980.0,82.00199,243.4403,543
1958,95.2376228,32.29924001,12.4,-3.23333,621,-12.9,18,-21.5,-11.9,16,4,5.81667,379,12.0,5.81667,379,144,766.249,33.5,37.0149,100.281,0,-29423.0,85.95047,177.75421,543
1960,95.44892568,30.80977273,12.2083,2.47917,628,-6.16667,15,-14.0,-5.11667,15,3,10.4667,365,16.4,10.4667,365,138,679.988,30.4,40.159,94.3729,0,3601.0,85.914406,322.02936,1
1961,92.19039318,29.49748455,13.5833,-0.633333,365,-8.71667,9,-18.6,-7.73333,9,2,7.05,242,12.6,7.05,242,93,644.294,31.2,43.5363,108.269,0,2580.0,84.44015,248.87558,445
1963,95.92927158,29.21821164,10.8583,5.77083,921,-2.01667,33,-9.1,-0.5,30,8,12.55,502,17.7,12.55,502,181,599.282,26.8,40.5162,84.5202,0,8713.0,78.518684,214.68939,1
1976,93.28482706,30.76287477,13.3417,-1.0125,678,-10.2167,23,-19.7,-9.15,20,6,7.63333,394,13.8,7.63333,394,141,729.602,33.5,39.8259,93.7299,0,-1263.0,84.81919,240.69843,445
1978,93.60081785,28.19383026,10.0417,15.9708,1621,9.41667,52,2.9,10.6833,40,7,21.25,910,26.0,21.25,910,318,484.756,23.1,43.4704,89.9944,0,-31224.0,87.05689,194.62402,69
1981,98.3286717,29.38884327,10.5333,-2.98333,633,-10.7667,21,-18.2,-10.7667,21,5,4.31667,345,8.8,4.31667,345,136,623.386,27.0,39.0123,84.2105,0,12563.0,86.467705,286.50363,543
1983,96.97510609,30.89640562,12.0417,-2.1875,621,-10.6667,21,-18.8,-9.68333,21,6,5.95,359,11.6,5.95,359,138,684.627,30.4,39.6107,92.0914,0,-10477.0,87.292465,125.27633,183
1986,95.68037657,29.39505019,10.6417,6.9875,910,-0.916667,26,-7.7,0.466667,23,5,13.7667,500,19.0,13.7667,500,180,602.148,26.7,39.8564,86.9158,0,523.0,78.00292,181.68178,1
2189,104.9018712,23.70233006,8.85,14.775,1304,8.18333,55,2.6,8.18333,55,15,19.9333,720,23.7,19.9333,720,260,479.889,21.1,41.9431,84.1823,0,14598.0,83.51439,197.86656,183
2190,99.42765807,27.01937767,10.2917,7.1875,836,0.533333,67,-6.9,1.51667,53,12,13.3833,374,17.2,13.3833,374,144,527.396,24.1,42.704,61.4884,0,17676.0,82.99466,354.13956,1
2191,100.6833746,23.51721966,11.6667,20.8167,1340,15.0167,59,6.9,16.7,49,14,24.9667,764,30.3,24.9667,764,283,415.847,23.4,49.8576,87.317,0,-5117.0,85.578896,125.857796,560
2193,98.03552715,24.79405234,10.7833,18.4667,1709,12.4667,55,4.3,12.4667,55,13,22.5833,1013,26.8,22.5833,1013,378,422.268,22.5,47.9259,92.1631,0,-30459.0,87.54227,214.34856,69
2195,103.5367848,23.63200136,9.80833,12.9625,1268,7.3,51,1.0,7.3,51,11,17.2167,708,21.5,17.2167,708,259,410.128,20.5,47.8455,85.7216,0,30984.0,68.397995,233.9156,560
2196,105.0520719,23.69280635,8.88333,15.5917,1273,8.9,54,3.4,8.9,54,15,20.85,703,24.8,20.85,703,252,488.071,21.4,41.5109,83.9263,0,24326.0,86.16489,238.07913,183
2197,102.680419,24.61699667,11.2,15.1583,917,9.16667,41,1.5,9.16667,41,12,19.6667,510,24.7,19.6667,510,181,438.556,23.2,48.2759,83.8997,0,-11257.0,84.82856,288.43494,560
2198,101.3841164,23.63392097,10.6833,19.275,1207,13.6667,52,6.3,15.4,51,14,23.3667,684,28.1,23.3667,684,252,405.168,21.8,49.0061,86.0728,0,-28412.0,86.52446,240.68843,429
2199,102.6682524,23.1485124,9.38333,18.4917,1176,13.0333,54,7.2,13.0333,54,15,22.4833,691,26.4,22.4833,691,249,392.792,19.2,48.8715,87.9173,0,-31994.0,87.439735,70.66989,429
2200,103.882062,22.73918663,8.1,21.725,1574,15.5,82,10.9,15.5,82,19,26.5167,807,30.5,26.5167,807,331,454.635,19.6,41.3265,78.5487,0,-12030.0,80.317764,300.49796,429
2201,99.96579286,22.35323672,12.0833,19.6917,1543,14.6,54,6.1,16.05,43,14,23.0667,845,29.4,23.0667,845,315,358.462,23.3,51.8598,86.7238,0,-18940.0,80.05015,185.5722,560
2202,102.1581982,23.42986173,10.3417,20.4958,1224,14.7167,54,8.1,14.7167,54,14,24.65,698,29.5,24.65,698,257,417.152,21.4,48.3255,85.7333,0,-26108.0,85.83486,294.565,429
2203,99.92363626,23.14596969,11.875,16.4875,1364,11.55,50,3.1,12.7833,45,13,20.1333,751,25.4,20.1333,751,278,357.759,22.3,53.2511,86.4491,0,-28153.0,73.43961,306.6217,560
2204,101.5902082,23.9457546,10.1,16.3583,1087,10.7167,62,3.6,12.4,57,17,20.5833,596,24.8,20.5833,596,214,410.691,21.2,47.6415,81.5092,0,-1273.0,78.187874,27.13424,183
2205,103.2118907,23.52967232,10.325,18.7958,1029,12.9833,37,6.7,12.9833,37,7,23.1,615,27.9,23.1,615,223,424.041,21.2,48.7028,90.7269,0,-9724.0,80.796265,137.72977,560
2206,100.2258381,23.9596692,10.5917,11.4958,1153,6.08333,55,-1.7,6.08333,55,15,15.7333,607,19.6,15.7333,607,223,396.619,21.3,49.7261,79.966,0,7947.0,65.90944,235.08371,69
2207,104.5062445,26.49090942,9.075,12.8042,1052,5.38333,43,-0.3,5.38333,43,14,18.9833,561,23.5,18.9833,561,210,551.121,23.8,38.1303,83.3038,0,-32250.0,85.95384,212.40852,560
2208,99.74817258,25.30443055,10.675,13.4958,934,7.63333,65,0.0,7.63333,65,16,18.2333,444,22.3,18.2333,444,161,435.652,22.3,47.87,66.3992,0,-23287.0,87.24898,283.06763,429
2209,99.45248045,27.31106612,10.3,8.25833,827,1.46667,69,-5.8,2.41667,52,12,14.65,366,18.9,14.65,366,142,540.349,24.7,41.7004,61.1408,0,-14068.0,81.28991,239.75885,1
2210,99.53221108,28.48592966,10.3667,7.2,670,-0.633333,31,-7.6,0.466667,26,6,14.15,343,18.8,14.15,343,137,607.51,26.4,39.2677,76.1135,0,-14583.0,83.780655,122.37593,183
2211,104.0821249,26.56880318,9.475,12.3625,953,5.25,33,-0.8,5.25,33,10,18.3333,519,22.8,18.3333,519,190,529.893,23.6,40.1483,86.555,0,19719.0,86.1527,211.87999,1
2212,100.2473828,24.17624838,12.0917,17.0958,1074,11.5,46,2.7,11.5,46,12,21.3833,594,26.3,21.3833,594,214,408.247,23.6,51.2359,84.5621,0,-27641.0,84.4223,71.07583,560
2213,98.71537048,28.13552647,9.40833,0.0791667,735,-7.45,56,-14.2,-5.85,54,14,7.08333,345,11.2,7.08333,345,135,604.511,25.4,37.0407,63.6264,0,23314.0,87.059586,256.85138,183
2214,102.402009,23.03424314,9.74167,15.3958,1271,10.1667,56,3.8,10.1667,56,14,19.2167,728,23.4,19.2167,728,259,377.627,19.6,49.7024,86.607,0,3080.0,87.13625,117.18707,69
2215,102.9509785,24.35947197,10.625,14.7292,947,8.83333,43,1.8,8.83333,43,12,19.0833,526,24.1,19.0833,526,185,429.219,22.3,47.6457,83.4714,0,24840.0,79.71442,218.88013,183
2216,102.24229,23.96185369,10.475,16.9292,990,11.3167,46,4.3,11.3167,46,14,21.1167,557,25.8,21.1167,557,199,410.512,21.5,48.7209,84.7135,0,16391.0,84.16249,341.4479,429
2217,102.970909,23.71161955,11.2333,18.0833,999,12.35,37,5.3,12.35,37,8,22.3167,490,27.5,22.3167,589,206,418.799,22.2,50.6006,89.4565,0,5126.0,84.43513,130.07785,560
2218,100.0179396,25.50027875,11.225,13.8958,866,7.93333,60,0.3,7.93333,60,15,18.6333,413,23.5,18.6333,413,150,441.971,23.2,48.3836,66.796,0,13576.0,85.866714,321.4937,560
2219,103.2670031,23.03608272,8.9,21.8,1392,15.7833,66,10.6,15.7833,66,15,26.2667,784,30.4,26.2667,784,300,435.603,19.8,44.9495,84.9174,0,-6911.0,83.066,218.51025,560
2220,99.80100834,28.19136314,10.7833,3.2,675,-4.23333,33,-11.8,-3.08333,31,7,10.05,340,14.6,10.05,340,135,588.345,26.4,40.846,74.0403,0,-10992.0,55.487164,334.64218,1
2221,98.17544091,24.83858657,10.3,15.3667,1542,9.6,60,2.0,9.6,60,13,19.6833,840,23.4,19.6833,840,307,417.968,21.4,48.1308,82.8574,0,8712.0,86.146645,157.68028,1
2222,104.6205403,23.57958552,8.76667,16.025,1314,9.48333,52,4.1,9.48333,52,13,21.0833,734,24.9,21.0833,734,277,475.263,20.8,42.1474,85.5057,0,12550.0,82.67697,136.4425,1
2223,99.94760038,25.24711416,11.6167,18.7333,953,12.4667,59,4.3,12.4667,59,15,23.4833,490,28.6,23.4833,490,169,457.286,24.3,47.8052,73.4406,0,262.0,84.86358,116.007286,429
2224,101.5402041,22.58178513,10.1333,17.8167,1416,12.8667,67,6.2,12.8667,67,19,21.3333,765,26.0,21.3333,765,288,353.594,19.8,51.1785,82.0577,0,-32762.0,85.91304,43.79817,429
2225,101.3005446,26.39693433,11.9917,19.3542,743,13.2833,28,5.1,13.2833,28,7,24.15,330,30.2,24.05,416,153,457.396,25.1,47.7756,85.7407,0,-24059.0,85.84867,284.24396,183
2226,99.19911283,28.0694835,10.1583,8.1625,797,0.833333,55,-6.1,2.01667,39,9,14.8,379,19.4,14.8,379,150,574.473,25.5,39.8366,68.2923,0,28940.0,81.39211,44.16291,1
2227,104.5853922,23.28254563,8.55,17.8083,1455,11.2167,55,6.2,11.2167,55,11,22.9,834,26.8,22.9,834,334,479.507,20.6,41.5049,89.2752,0,-27132.0,45.792496,289.64014,560
2228,100.6783175,27.52841627,11.7917,6.70417,778,-0.0666667,33,-8.3,0.666667,32,7,12.75,405,17.4,12.75,405,155,524.952,25.7,45.882,78.3095,0,-29939.0,82.41061,34.864403,183
2229,101.0908315,23.14553021,10.8667,18.1167,1347,12.8333,58,5.3,14.4,54,16,21.9333,764,26.9,21.9333,764,284,379.421,21.6,50.3086,87.1993,0,28933.0,83.50411,122.12621,1
2230,104.0247341,28.41026018,7.39167,11.4208,930,2.23333,43,-2.3,2.23333,43,13,19.7167,482,24.4,19.7167,482,169,701.856,26.7,27.6841,77.5721,0,773.0,85.674934,88.198456,183
2231,101.9431724,24.05698891,11.05,17.975,993,12.15,42,4.6,12.15,42,12,22.25,562,27.1,22.25,562,202,421.919,22.5,49.1111,85.9236,0,-28666.0,83.98968,321.20996,560
2232,101.4391117,23.49279883,10.9083,20.7208,1306,15.0167,56,7.8,16.8667,55,15,24.75,736,30.0,24.75,736,274,409.786,22.2,49.1366,85.4325,0,-8445.0,84.47964,165.07895,560
2233,100.5666471,27.31173272,11.2833,8.56667,760,2.03333,38,-5.7,2.66667,35,8,14.45,384,19.2,14.45,384,148,507.733,24.9,45.3146,74.3913,0,-16884.0,83.760216,25.299305,1
2234,101.1591423,23.43935763,10.5,16.8333,1255,11.5167,62,4.2,13.05,58,18,20.8167,699,25.2,20.8167,699,255,385.919,21.0,50.0,84.2916,0,-3833.0,86.69406,206.71626,560
2235,100.600768,27.01386445,10.7833,10.2333,796,4.01667,45,-3.4,4.5,44,10,15.7833,392,20.2,15.7833,392,148,481.76,23.6,45.6921,70.8479,0,-7414.0,84.96587,279.12054,560
2236,99.12093927,24.65171886,11.5583,16.2458,1134,10.4667,54,2.0,10.4667,54,13,20.6167,598,25.2,20.6167,598,214,419.694,23.2,49.8204,79.3962,0,-17402.0,87.21798,141.41658,183
2237,100.3932497,24.15833782,11.95,19.6167,1140,13.9,49,5.2,15.55,46,12,23.8167,647,29.1,23.8167,647,233,413.314,23.9,50.0,86.6333,0,19461.0,84.26417,71.56603,560
2238,100.1268402,23.15360908,11.6167,21.2167,1470,15.55,56,7.4,17.2667,46,14,25.1,837,30.8,25.1,837,314,402.579,23.4,49.6439,88.6889,0,-6909.0,77.348434,53.836796,429
2239,99.62798005,23.39373083,12.55,20.4083,1394,14.9333,42,6.0,16.5,39,11,24.2167,803,30.2,24.2167,803,298,390.686,24.2,51.8595,90.5088,0,14853.0,86.541794,253.23044,429
2240,105.9218739,23.8895549,8.01667,19.2,1240,11.9167,44,7.2,11.9167,44,10,25.05,713,29.1,25.05,713,261,535.435,21.9,36.6058,88.2805,0,-25598.0,86.8486,0.107425496,429
2241,100.8052422,25.72866719,11.3417,15.4958,776,9.43333,45,1.7,9.43333,45,12,20.3,395,25.4,20.3,395,142,451.394,23.7,47.8551,73.7635,0,4361.0,85.69407,71.94446,183
2242,99.91960953,24.99238177,10.6417,13.3625,959,7.66667,61,0.1,7.66667,61,17,17.95,475,22.0,17.95,475,172,422.73,21.9,48.5921,71.2755,0,-20216.0,87.395004,141.90059,1
2243,98.90396447,24.00183956,11.6417,19.1792,1415,13.25,47,4.7,14.7,47,11,23.3833,831,28.4,23.3833,831,314,422.974,23.7,49.121,91.4663,0,5893.0,42.949097,228.02454,429
2244,100.4484586,23.13986173,11.0667,18.5333,1403,13.3,59,5.5,14.7833,49,15,22.3,793,27.3,22.3,793,294,375.229,21.8,50.7645,87.6196,0,-19450.0,83.87215,248.19736,1
2245,104.1948573,24.51618796,9.46667,17.6667,1048,10.9333,58,5.1,10.9333,58,17,22.8333,568,27.0,22.8333,568,192,490.887,21.9,43.2268,79.6096,0,-7420.0,87.03032,268.457,429
2246,99.8324766,24.0396191,12.0417,20.8625,1262,15.0167,43,6.3,15.0167,43,11,24.9667,745,30.6,24.9667,745,275,416.73,24.3,49.5542,91.6604,0,-3068.0,86.62349,171.07758,69
2247,104.3689669,27.84358008,7.80833,10.8875,942,1.91667,47,-2.9,1.91667,47,15,18.9667,475,23.8,18.9667,475,170,684.435,26.7,29.2447,75.9968,0,4103.0,85.396515,35.01398,69
